policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;suspicion_score;motif_suspicion
POL120191;CA;800;951.17;60;MALE;College;Engineer;hiking;23/02/2025;Multi-vehicle Collision;Front;Total Loss;inconnu;FL;Fuentesville;16;2;0;0;No;12798.44;18493.11;72.0;Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL120836;OH;600;1140.87;18;FEMALE;College;Teacher;reading;13/09/2025;Parked Car;Unknown;Total Loss;Fire;GA;Ortegaport;11;2;1;0;No;16391.3;16050.04;72.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL120977;NC;600;701.65;35;FEMALE;Masters;Manager;movies;15/10/2025;Parked Car;Side;Total Loss;Police;MI;Samanthafort;20;1;1;0;No;15952.17;15619.26;72.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL121092;TX;200;855.67;32;MALE;PhD;Technician;camping;14/08/2025;Single Vehicle Collision;Rear;Total Loss;inconnu;CA;Bryanmouth;4;1;3;0;Yes;20794.2;17500.32;72.0;Montant de reclamation tres eleve (>= P90) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Horaire atypique
POL121136;PA;400;1011.73;33;OTHER;High School;Sales;paintball;20/02/2024;Multi-vehicle Collision;Side;Total Loss;Fire;PA;Port Stephaniestad;6;1;4;0;No;19693.66;18044.42;72.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL121874;IL;200;667.6;48;MALE;High School;Clerk;paintball;19/09/2025;Multi-vehicle Collision;Side;Total Loss;Police;NC;Seanbury;19;1;0;0;No;10612.84;11148.58;72.0;Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL122586;IL;400;1471.9;37;FEMALE;PhD;Lawyer;chess;05/12/2024;Multi-vehicle Collision;Unknown;Total Loss;Police;CA;Laurentown;2;2;1;0;Yes;19733.49;21364.43;72.0;Montant de reclamation eleve (>= P75) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Horaire atypique
POL124604;NY;400;1247.94;51;OTHER;High School;Engineer;reading;17/06/2024;Vehicle Theft;Rear;Total Loss;Police;NC;West Sheila;9;2;1;0;Yes;16844.86;14320.83;72.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Vol declare avec collision renseignee
POL125881;MI;400;603.95;66;FEMALE;College;Lawyer;yachting;20/08/2025;Single Vehicle Collision;Side;Total Loss;inconnu;IL;Joyceborough;13;1;0;0;No;13173.4;11424.9;72.0;Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL126585;MI;200;682.4;19;OTHER;College;Sales;hiking;19/09/2024;Multi-vehicle Collision;Unknown;Total Loss;Fire;MI;Courtneyshire;1;1;2;0;Yes;19599.98;19224.29;72.0;Montant de reclamation eleve (>= P75) | Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Horaire atypique
POL128523;TX;600;1390.32;60;MALE;College;Engineer;hiking;03/02/2024;Parked Car;Front;Total Loss;Fire;FL;Carmenland;3;1;0;0;Yes;17357.72;14677.99;72.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Gravite elevee sans blesse declare | Horaire atypique
POL128911;PA;400;962.94;63;FEMALE;High School;Clerk;paintball;19/07/2024;Vehicle Theft;Unknown;Total Loss;Fire;PA;Grayhaven;6;1;1;0;No;13310.78;19285.48;72.0;Montant total eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL129390;CA;300;1164.19;31;OTHER;PhD;Clerk;hiking;10/02/2025;Vehicle Theft;Front;Total Loss;Fire;OH;Lake Randyfurt;7;1;0;0;No;7503.13;9402.6;72.0;Reclamation elevee vs prime (ratio >= 5) | Perte totale sans temoin | Vol declare avec collision renseignee | Aucun temoin et pas de rapport de police | Gravite elevee sans blesse declare
POL129422;NC;400;1106.0;75;FEMALE;High School;Teacher;movies;22/09/2025;Single Vehicle Collision;Unknown;Total Loss;Ambulance;IL;Suzanneview;13;1;3;0;No;15407.88;18112.02;72.0;Montant de reclamation eleve (>= P75) | Reclamation extreme vs prime (ratio >= 12) | Perte totale sans temoin | Aucun temoin et pas de rapport de police
POL100106;PA;800;965.68;28;FEMALE;College;Doctor;reading;23/09/2025;Vehicle Theft;Front;Major Damage;Fire;MI;Patriciaberg;2;3;3;1;No;10984.27;10969.09;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL101259;FL;300;1027.81;74;OTHER;Masters;Engineer;reading;14/02/2025;Vehicle Theft;Front;Minor Damage;Police;CA;New Travisport;1;4;0;4;No;9062.23;14031.16;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL101278;CA;400;1259.05;52;MALE;High School;Teacher;hiking;08/08/2025;Vehicle Theft;Side;Major Damage;inconnu;GA;North Michael;2;3;2;5;Yes;12655.08;10692.26;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL101531;OH;200;1095.52;67;OTHER;High School;Sales;movies;30/10/2025;Vehicle Theft;Side;Major Damage;Police;CA;North Jasonfurt;4;4;3;5;Yes;8932.77;10068.11;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL101662;OH;600;1262.28;23;MALE;Masters;Sales;chess;11/10/2024;Vehicle Theft;Side;Total Loss;Police;PA;Johnathanmouth;0;3;1;2;Yes;11197.87;10765.52;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL101680;MI;1000;1214.73;18;FEMALE;Masters;Doctor;yachting;11/07/2024;Single Vehicle Collision;Rear;Major Damage;inconnu;NY;Murrayshire;2;4;0;5;Yes;14338.51;23894.96;71.0;Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL102215;TX;700;1049.9;25;MALE;College;Teacher;hiking;02/03/2025;Vehicle Theft;Side;Minor Damage;Fire;OH;Port Craig;2;3;0;1;Yes;9197.18;13751.2;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL102846;GA;1000;1284.14;52;MALE;Masters;Doctor;chess;19/11/2023;Vehicle Theft;Rear;Minor Damage;Police;CA;South Josephberg;6;4;4;2;No;13071.73;24034.54;71.0;Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL103949;TX;1000;1458.92;19;MALE;PhD;Doctor;yachting;07/06/2024;Parked Car;Side;Minor Damage;Fire;CA;Lake Wendyport;4;4;0;2;No;14355.59;24451.75;71.0;Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL104082;NC;200;1499.32;23;MALE;PhD;Doctor;camping;16/08/2024;Single Vehicle Collision;Unknown;Minor Damage;inconnu;TX;Connerton;4;4;0;4;Yes;15893.17;24129.27;71.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Horaire atypique
POL104247;GA;800;835.49;21;MALE;College;Lawyer;reading;08/05/2024;Vehicle Theft;Side;Total Loss;Fire;MI;Brittanyside;2;3;1;3;Yes;6874.03;6669.11;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL104656;CA;300;602.56;28;FEMALE;College;Engineer;chess;13/09/2024;Vehicle Theft;Front;Total Loss;Police;IL;Lake Stephen;0;4;4;2;No;5666.7;4956.55;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL105126;FL;700;763.53;73;MALE;PhD;Clerk;movies;15/09/2025;Vehicle Theft;Side;Total Loss;Ambulance;NY;East Lisa;0;3;1;1;Yes;7414.74;8792.5;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL105207;MI;1000;1405.8;29;OTHER;PhD;Doctor;chess;07/05/2024;Parked Car;Unknown;Total Loss;Police;NC;North Zachary;3;4;2;1;No;12783.42;24146.03;71.0;Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL105263;IL;500;701.5;21;FEMALE;PhD;Engineer;yachting;09/05/2025;Vehicle Theft;Front;Minor Damage;Ambulance;PA;North Kyleview;4;3;2;5;Yes;5907.74;6771.82;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL105378;FL;700;731.38;27;MALE;High School;Teacher;yachting;14/11/2024;Vehicle Theft;Front;Total Loss;Fire;CA;South Alexandria;3;4;2;1;No;8521.35;13099.76;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL105471;GA;400;753.06;55;OTHER;High School;Clerk;yachting;08/09/2024;Vehicle Theft;Front;Minor Damage;Fire;NC;Mirandabury;1;3;4;4;No;8459.52;9240.87;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL106072;FL;800;893.74;72;FEMALE;College;Doctor;chess;20/01/2025;Vehicle Theft;Rear;Major Damage;Fire;MI;Margaretland;0;4;1;1;Yes;8256.37;7527.31;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL106278;FL;300;1073.42;61;MALE;PhD;Technician;reading;20/10/2025;Vehicle Theft;Side;Minor Damage;inconnu;IL;Pooletown;3;4;1;1;Yes;9971.35;15748.56;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL106482;OH;400;914.11;74;FEMALE;High School;Engineer;movies;16/10/2024;Vehicle Theft;Front;Minor Damage;inconnu;CA;Toddview;5;4;1;2;Yes;9631.8;18429.99;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL106573;CA;700;667.43;68;FEMALE;College;Technician;chess;26/10/2024;Vehicle Theft;Side;Major Damage;Fire;IL;Lake Richardside;4;3;1;2;Yes;7864.2;9535.75;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL106843;PA;400;1124.11;58;OTHER;PhD;Lawyer;chess;08/08/2024;Vehicle Theft;Rear;Total Loss;Fire;MI;Lewishaven;1;3;1;5;No;11421.5;14625.39;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL107444;PA;1000;1036.1;64;MALE;College;Teacher;movies;05/08/2025;Vehicle Theft;Front;Total Loss;Police;FL;Simpsonport;1;3;3;2;Yes;9618.45;17419.09;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL107658;CA;500;876.94;21;OTHER;High School;Doctor;chess;01/10/2025;Vehicle Theft;Front;Major Damage;Fire;TX;Craigburgh;0;3;4;5;Yes;7204.47;6033.31;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL107791;IL;500;791.67;28;FEMALE;College;Engineer;camping;20/11/2023;Vehicle Theft;Unknown;Major Damage;inconnu;CA;Wandaville;0;4;3;0;No;7987.23;10459.16;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL107879;NY;300;1210.33;49;FEMALE;Masters;Lawyer;hiking;08/10/2024;Vehicle Theft;Front;Minor Damage;Ambulance;NY;Costaside;1;4;2;2;No;10121.66;16825.23;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL108098;PA;700;1015.93;41;MALE;High School;Sales;camping;05/08/2025;Vehicle Theft;Side;Major Damage;Police;FL;Lake Sherrymouth;0;4;4;4;No;11002.26;10429.96;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL108151;PA;300;1199.22;37;OTHER;High School;Technician;hiking;04/11/2025;Vehicle Theft;Side;Total Loss;Fire;TX;West Jenniferside;22;4;4;3;No;14328.75;24907.16;71.0;Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve
POL108516;FL;1000;1092.26;59;FEMALE;PhD;Teacher;hiking;02/07/2025;Vehicle Theft;Front;Minor Damage;inconnu;NY;New Peter;1;3;1;1;No;9495.0;12416.35;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL109494;MI;300;1139.11;20;FEMALE;High School;Doctor;hiking;17/11/2024;Vehicle Theft;Front;Total Loss;inconnu;MI;North Jessica;2;4;1;4;No;11706.61;11151.36;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL110395;TX;600;949.15;44;OTHER;Masters;Teacher;paintball;25/08/2024;Vehicle Theft;Rear;Minor Damage;Ambulance;NC;North Teresatown;5;3;0;4;No;10152.84;11913.64;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL110618;NY;400;1448.04;37;FEMALE;Masters;Manager;reading;02/09/2024;Single Vehicle Collision;Side;Minor Damage;Police;MI;South Derek;1;3;2;5;Yes;17167.3;24268.31;71.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Horaire atypique
POL111346;OH;600;1440.3;24;FEMALE;College;Sales;camping;07/02/2024;Vehicle Theft;Rear;Minor Damage;Police;IL;Jonesborough;0;3;0;5;Yes;12098.61;17039.87;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL111390;FL;1000;920.58;60;MALE;PhD;Teacher;movies;14/02/2025;Vehicle Theft;Front;Minor Damage;Ambulance;FL;Schmidttown;4;4;3;2;Yes;9185.71;11956.33;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL112222;GA;200;1325.45;75;FEMALE;Masters;Doctor;yachting;27/05/2025;Vehicle Theft;Rear;Major Damage;Ambulance;MI;New Nicholasfurt;2;4;1;3;Yes;12358.23;12735.86;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL112879;NC;800;991.77;65;MALE;High School;Sales;chess;28/12/2023;Vehicle Theft;Side;Minor Damage;Ambulance;MI;Glassside;3;3;0;4;No;7963.92;7639.37;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL113538;IL;700;980.97;55;FEMALE;High School;Clerk;paintball;14/10/2025;Vehicle Theft;Front;Minor Damage;Ambulance;NY;South Yolanda;4;3;2;3;Yes;9568.95;15347.84;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL113543;OH;300;716.94;28;FEMALE;PhD;Teacher;paintball;30/03/2024;Vehicle Theft;Rear;Total Loss;Fire;NC;Port Brianmouth;5;4;1;4;Yes;6558.59;6635.75;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL113820;NY;400;1300.4;39;MALE;High School;Sales;reading;12/08/2024;Vehicle Theft;Front;Minor Damage;Ambulance;MI;West Leahville;3;3;2;3;No;11045.56;12690.82;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL114288;TX;500;1394.99;29;MALE;High School;Doctor;yachting;05/03/2024;Vehicle Theft;Front;Minor Damage;Fire;GA;Lake Denise;2;4;4;5;No;14421.14;17521.35;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL114313;MI;200;1316.85;65;FEMALE;Masters;Clerk;camping;10/07/2024;Vehicle Theft;Rear;Minor Damage;Ambulance;TX;Rhondaton;5;4;3;5;Yes;15179.66;12834.19;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL114437;NY;700;1460.89;68;FEMALE;Masters;Technician;chess;01/10/2024;Parked Car;Unknown;Total Loss;Ambulance;MI;North Raymond;23;3;1;5;No;16203.55;23619.04;71.0;Montant de reclamation eleve (>= P75) | Montant total tres eleve (>= P90) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL114577;CA;700;1159.2;71;OTHER;Masters;Engineer;yachting;24/02/2024;Vehicle Theft;Rear;Total Loss;Ambulance;TX;Grahamborough;0;3;1;3;Yes;12648.31;15267.59;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL114600;IL;300;1131.26;23;OTHER;PhD;Technician;paintball;17/04/2024;Vehicle Theft;Side;Total Loss;Police;FL;North Kelsey;5;3;1;1;Yes;12032.26;17711.16;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL114803;GA;300;1230.15;37;OTHER;PhD;Engineer;paintball;02/04/2025;Vehicle Theft;Front;Major Damage;Ambulance;NY;Muellermouth;1;3;2;0;Yes;11883.03;12433.39;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL115272;NC;500;1017.64;59;FEMALE;High School;Sales;reading;04/01/2024;Vehicle Theft;Rear;Total Loss;Police;PA;West Lisashire;1;3;4;1;No;8570.88;13650.31;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL115620;CA;800;1162.21;60;FEMALE;High School;Doctor;chess;12/01/2025;Vehicle Theft;Rear;Total Loss;Fire;TX;Rachelview;4;3;1;2;Yes;12742.16;16479.64;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL116163;GA;300;1417.67;59;OTHER;College;Sales;camping;14/07/2025;Vehicle Theft;Rear;Major Damage;inconnu;FL;Brianmouth;4;4;3;1;Yes;13091.17;11090.0;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL116259;OH;500;919.0;38;MALE;Masters;Engineer;movies;13/01/2025;Vehicle Theft;Front;Major Damage;Police;NY;South Brandon;5;4;3;4;Yes;10716.93;10537.23;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL116431;GA;700;1492.83;74;MALE;High School;Sales;movies;24/11/2024;Parked Car;Unknown;Minor Damage;Fire;MI;Marquezfort;4;4;2;5;Yes;17170.81;23543.92;71.0;Montant de reclamation eleve (>= P75) | Montant total tres eleve (>= P90) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Horaire atypique | Voiture garee avec trop de vehicules impliques
POL116641;IL;200;944.25;64;MALE;PhD;Sales;yachting;04/04/2025;Vehicle Theft;Rear;Major Damage;inconnu;NY;East Raymondfort;1;4;1;2;Yes;9320.54;7942.85;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL116735;MI;600;687.6;36;MALE;High School;Sales;paintball;16/01/2025;Vehicle Theft;Front;Minor Damage;Fire;IL;North Larrytown;5;3;2;0;Yes;6780.31;7251.05;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL116810;FL;1000;732.04;49;FEMALE;Masters;Teacher;yachting;16/03/2024;Vehicle Theft;Side;Major Damage;Fire;IL;Port Pamela;4;3;2;2;Yes;7965.97;9267.23;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL117403;PA;1000;724.6;44;MALE;PhD;Clerk;paintball;11/01/2025;Vehicle Theft;Front;Major Damage;Ambulance;OH;Jennifertown;2;4;1;4;No;6443.66;5506.04;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL117988;OH;500;1372.0;72;OTHER;Masters;Sales;chess;04/11/2025;Vehicle Theft;Front;Major Damage;Ambulance;CA;Dianeborough;23;3;0;0;No;13315.91;17285.63;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol declare avec collision renseignee | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Gravite elevee sans blesse declare | Horaire atypique
POL118649;NY;600;614.37;73;MALE;Masters;Teacher;reading;27/06/2025;Vehicle Theft;Front;Minor Damage;inconnu;GA;East Larry;0;3;4;3;Yes;6729.6;6619.72;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL119069;IL;800;861.92;47;OTHER;College;Lawyer;reading;14/04/2024;Vehicle Theft;Side;Major Damage;Police;PA;East Kennethfort;0;4;3;2;No;8390.7;9732.17;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL119112;PA;800;1287.4;63;OTHER;Masters;Engineer;paintball;30/03/2025;Vehicle Theft;Rear;Total Loss;Police;CA;Vaughnmouth;2;3;4;5;No;12483.76;12579.97;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL119424;PA;700;607.6;72;FEMALE;Masters;Manager;movies;19/04/2024;Vehicle Theft;Front;Major Damage;Ambulance;IL;East Robert;5;3;2;3;No;6491.12;8799.05;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL119445;NY;300;999.73;74;FEMALE;High School;Lawyer;yachting;05/02/2025;Vehicle Theft;Front;Minor Damage;Police;FL;South Elizabethland;2;4;0;1;Yes;9305.19;18568.3;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL119497;MI;800;923.16;36;OTHER;High School;Sales;paintball;14/02/2024;Vehicle Theft;Unknown;Minor Damage;Ambulance;NY;Roberthaven;5;3;4;0;No;7998.3;12766.76;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Aucun temoin et pas de rapport de police | Nombre de vehicules impliques eleve | Horaire atypique
POL119521;CA;200;1331.36;26;OTHER;PhD;Teacher;chess;16/02/2024;Vehicle Theft;Front;Total Loss;Fire;TX;North Zacharyshire;0;3;3;4;Yes;13902.39;14268.16;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL119677;NY;1000;1461.72;43;FEMALE;High School;Sales;paintball;01/05/2024;Single Vehicle Collision;Rear;Minor Damage;Police;GA;Nathanstad;5;3;4;5;No;15505.25;23877.65;71.0;Montant de reclamation eleve (>= P75) | Montant total extreme (>= P95) | Reclamation tres elevee vs prime (ratio >= 8) | Nombre de vehicules impliques eleve | Horaire atypique
POL119901;OH;800;1098.83;37;FEMALE;PhD;Technician;camping;25/06/2024;Vehicle Theft;Side;Total Loss;Fire;CA;Lake John;2;4;2;4;Yes;11253.0;14819.17;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
POL120100;FL;300;1496.04;37;MALE;PhD;Sales;yachting;09/10/2024;Vehicle Theft;Side;Total Loss;Police;NC;South Sarahmouth;0;4;1;4;No;14162.56;14023.19;71.0;Reclamation tres elevee vs prime (ratio >= 8) | Vol de vehicule de nuit | Vol declare avec collision renseignee | Nombre de vehicules impliques eleve | Horaire atypique
