policy_id;policy_state;policy_deductible;policy_annual_premium;insured_age;insured_sex;insured_education_level;insured_occupation;insured_hobbies;incident_date;incident_type;collision_type;incident_severity;authorities_contacted;incident_state;incident_city;incident_hour_of_the_day;number_of_vehicles_involved;bodily_injuries;witnesses;police_report_available;claim_amount;total_claim_amount;fraud_reported;suspicion_score;motif_suspicion
POL128703;OH;800;792.84;23;FEMALE;Masters;Engineer;reading;27/03/2025;Vehicle Theft;Unknown;Minor Damage;Inconnu;PA;North Tina;4;1;4;3;No;23204.82;21400.15;Y;35.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL128716;TX;600;1245.25;48;MALE;PhD;Sales;yachting;16/11/2023;Multi-vehicle Collision;Front;Total Loss;Police;MI;West Davidtown;9;3;1;2;No;26248.01;23552.24;N;35.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL128844;GA;500;1035.35;30;FEMALE;Masters;Manager;camping;01/11/2024;Multi-vehicle Collision;Unknown;Total Loss;Police;IL;West Jennifermouth;15;1;4;5;No;26371.83;22734.87;N;35.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL128850;GA;200;1337.05;35;FEMALE;High School;Clerk;paintball;13/03/2024;Single Vehicle Collision;Unknown;Total Loss;Inconnu;PA;Waynebury;17;1;1;3;No;24264.53;22994.76;N;35.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL128904;OH;200;1114.21;44;FEMALE;High School;Manager;yachting;31/01/2025;Parked Car;Unknown;Minor Damage;Ambulance;FL;East Prestonbury;11;2;2;0;No;24839.3;20957.62;N;35.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant eleve sans rapport de police
POL129505;MI;700;1146.29;39;MALE;Masters;Manager;reading;28/02/2024;Multi-vehicle Collision;Front;Total Loss;Ambulance;FL;East Saraton;16;3;1;5;No;27034.48;22546.47;N;35.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL129601;TX;400;1425.98;46;MALE;College;Teacher;camping;18/02/2025;Multi-vehicle Collision;Rear;Minor Damage;Police;TX;Deanview;5;1;4;0;No;20643.13;22654.71;Y;35.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Montant eleve sans rapport de police
POL129811;FL;800;886.54;38;MALE;Masters;Manager;yachting;17/02/2024;Vehicle Theft;Unknown;Major Damage;Inconnu;MI;Adrianborough;3;1;1;0;No;17577.47;17188.98;N;35.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit
POL101331;MI;800;1247.85;27;FEMALE;Masters;Technician;hiking;11/11/2023;Vehicle Theft;Front;Major Damage;Police;PA;East Dean;4;1;1;2;Yes;23874.25;24149.3;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL103018;NC;200;954.23;66;MALE;College;Doctor;camping;14/01/2024;Vehicle Theft;Rear;Minor Damage;Fire;NC;Mcdowellstad;2;3;2;3;No;20993.14;18429.21;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL104209;GA;1000;1201.91;35;OTHER;PhD;Sales;paintball;15/03/2024;Vehicle Theft;Front;Minor Damage;Police;OH;Melissamouth;4;4;0;5;No;21322.48;19866.17;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL106408;TX;800;935.37;47;FEMALE;College;Teacher;movies;12/07/2025;Vehicle Theft;Side;Minor Damage;Inconnu;NY;Mitchellfort;4;2;2;5;No;21438.02;21476.85;Y;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL108987;MI;500;876.76;43;MALE;College;Manager;movies;18/09/2024;Vehicle Theft;Side;Minor Damage;Police;CA;Katherinetown;0;3;1;4;Yes;25405.5;24535.05;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL110093;NC;400;1420.17;61;MALE;PhD;Clerk;yachting;30/09/2024;Vehicle Theft;Side;Minor Damage;Inconnu;GA;North Jacquelinestad;2;3;0;4;No;22936.57;22323.77;Y;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL114405;TX;700;1166.47;54;MALE;PhD;Teacher;hiking;20/02/2025;Vehicle Theft;Rear;Major Damage;Fire;MI;Milesbury;2;3;1;2;No;22768.17;22163.11;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL114649;TX;800;976.03;31;OTHER;College;Doctor;reading;09/03/2024;Vehicle Theft;Front;Major Damage;Inconnu;OH;Lake Sandra;4;2;0;2;Yes;24251.83;24934.31;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL118408;OH;500;1278.21;50;OTHER;High School;Sales;yachting;01/02/2024;Vehicle Theft;Front;Major Damage;Fire;OH;East Sharonmouth;3;4;3;5;No;20527.97;17541.87;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL120210;NC;700;1072.84;61;MALE;High School;Teacher;hiking;30/09/2025;Vehicle Theft;Side;Major Damage;Police;MI;Andreamouth;2;3;0;5;No;21132.64;19580.51;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL122203;PA;800;1125.73;60;MALE;PhD;Technician;movies;12/05/2025;Vehicle Theft;Side;Minor Damage;Police;CA;Andersonburgh;3;4;2;5;No;21632.32;20744.25;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL123071;NY;400;1348.22;41;FEMALE;High School;Manager;reading;29/04/2025;Vehicle Theft;Side;Major Damage;Fire;GA;East Breannachester;3;4;1;3;Yes;29065.4;24724.13;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL125676;GA;1000;996.34;30;MALE;High School;Teacher;hiking;20/01/2025;Vehicle Theft;Side;Minor Damage;Police;OH;Richardland;1;3;4;2;No;22140.39;19918.99;Y;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL125722;NC;500;1039.26;67;FEMALE;Masters;Technician;camping;03/07/2024;Vehicle Theft;Rear;Minor Damage;Police;MI;Fischertown;3;1;3;3;No;22271.73;18829.3;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL127419;FL;200;957.59;40;MALE;College;Engineer;movies;27/03/2024;Vehicle Theft;Side;Minor Damage;Ambulance;TX;South Robert;3;4;4;3;Yes;26797.73;23896.48;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL127522;FL;300;781.87;26;OTHER;High School;Sales;paintball;14/12/2024;Vehicle Theft;Front;Major Damage;Police;PA;Port Mitchell;1;2;2;3;No;21072.81;18105.31;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL128022;GA;700;1312.89;31;OTHER;PhD;Engineer;paintball;04/11/2024;Vehicle Theft;Rear;Minor Damage;Ambulance;GA;East Kaitlyn;3;2;3;3;Yes;25597.32;24302.59;N;34.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Degat majeur ou mineur (signal negatif) | Vol de vehicule de nuit | Vol declare avec collision renseignee (incoherent) | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL100709;NY;300;859.94;18;MALE;High School;Clerk;reading;06/10/2024;Parked Car;Front;Major Damage;Police;FL;Huntview;10;3;1;0;No;11840.76;18029.08;Y;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL101388;NY;200;767.24;71;FEMALE;Masters;Clerk;chess;29/04/2024;Parked Car;Front;Total Loss;Fire;OH;North Shannonshire;5;4;1;1;Yes;23061.29;21447.77;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Voiture garee avec trop de vehicules impliques
POL101881;MI;700;1117.71;18;MALE;College;Teacher;yachting;17/11/2024;Parked Car;Front;Minor Damage;Inconnu;NC;Lake Brent;8;3;2;0;No;5106.81;4519.22;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL102048;NC;500;790.54;18;FEMALE;High School;Teacher;reading;09/12/2023;Vehicle Theft;Front;Total Loss;Ambulance;NC;Smithtown;11;4;1;1;Yes;2903.21;5450.02;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL102181;FL;700;920.92;59;OTHER;PhD;Clerk;paintball;11/12/2024;Parked Car;Side;Total Loss;Ambulance;TX;Greenville;10;3;0;1;No;13180.36;23582.65;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant total tres eleve (>= P90) | Voiture garee avec trop de vehicules impliques
POL102653;OH;500;878.29;20;MALE;High School;Engineer;paintball;12/04/2024;Parked Car;Front;Minor Damage;Ambulance;IL;South Douglasside;11;4;3;0;No;8083.68;8904.6;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL102870;FL;800;712.35;23;OTHER;High School;Sales;camping;10/05/2024;Vehicle Theft;Rear;Total Loss;Ambulance;IL;Port Tyler;19;1;2;1;Yes;9775.03;9228.17;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL102881;TX;800;1002.82;18;OTHER;PhD;Doctor;chess;01/02/2024;Vehicle Theft;Front;Total Loss;Police;NC;Riverashire;10;4;1;1;Yes;9915.8;14515.97;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL102889;GA;400;1404.08;33;OTHER;College;Technician;reading;08/03/2025;Parked Car;Unknown;Total Loss;Fire;NC;Lake Baileyton;10;1;2;1;Yes;26799.46;24442.23;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL102950;NY;300;1083.49;71;OTHER;PhD;Technician;yachting;13/03/2024;Vehicle Theft;Unknown;Total Loss;Police;IL;Chapmanville;6;2;3;1;Yes;27496.62;24426.66;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL102993;PA;300;627.09;18;FEMALE;Masters;Sales;hiking;07/12/2023;Multi-vehicle Collision;Side;Total Loss;Fire;CA;North Jennifer;3;1;4;3;No;20989.12;20177.5;Y;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL103095;OH;200;1236.59;22;FEMALE;PhD;Manager;hiking;03/08/2025;Parked Car;Rear;Total Loss;Ambulance;TX;New Ericview;5;1;4;3;Yes;26555.01;24103.7;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL103953;OH;400;817.33;58;OTHER;PhD;Sales;chess;01/05/2025;Single Vehicle Collision;Front;Total Loss;Police;IL;Port Brian;11;2;2;1;Yes;27688.95;24642.56;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL103977;PA;800;988.65;23;FEMALE;PhD;Manager;reading;27/03/2025;Vehicle Theft;Rear;Total Loss;Inconnu;PA;Deannaton;7;2;3;1;Yes;5236.74;6601.03;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL104060;FL;200;737.96;23;MALE;College;Clerk;hiking;02/03/2025;Multi-vehicle Collision;Front;Total Loss;Police;GA;Rothville;9;2;4;3;No;22449.4;22052.57;Y;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL104138;OH;500;1402.7;66;MALE;College;Doctor;yachting;18/09/2024;Vehicle Theft;Unknown;Total Loss;Police;IL;East Christopherberg;23;1;3;1;No;21735.88;20359.58;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL104163;CA;200;635.09;22;FEMALE;PhD;Teacher;hiking;25/04/2024;Parked Car;Rear;Major Damage;Police;GA;Alexanderchester;15;4;4;0;No;6184.17;5556.71;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL104196;MI;300;1128.86;20;FEMALE;PhD;Technician;paintball;04/07/2024;Parked Car;Unknown;Total Loss;Ambulance;GA;South James;2;3;4;3;Yes;22945.96;22837.41;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation tres eleve (>= P90) | Montant total tres eleve (>= P90) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL104281;CA;500;1037.65;21;OTHER;High School;Clerk;camping;19/07/2025;Multi-vehicle Collision;Unknown;Major Damage;Ambulance;PA;Davidstad;20;1;0;0;Yes;20608.01;24927.28;Y;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Montant de reclamation tres eleve (>= P90) | Montant total extreme (>= P95) | Conducteur jeune (16-25 ans)
POL104491;NY;400;1466.6;48;FEMALE;High School;Lawyer;yachting;13/02/2025;Vehicle Theft;Unknown;Total Loss;Police;NC;Lake Lori;3;2;3;1;Yes;3711.98;5203.2;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol de vehicule de nuit
POL104790;GA;500;735.16;68;MALE;PhD;Teacher;hiking;17/11/2024;Parked Car;Front;Total Loss;Inconnu;TX;Beverlyton;21;2;0;1;No;22443.66;20929.14;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL104895;NC;400;1066.06;61;MALE;Masters;Clerk;movies;08/12/2023;Vehicle Theft;Unknown;Total Loss;Police;NC;Wilsonburgh;3;1;2;1;Yes;9285.95;9330.22;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol de vehicule de nuit
POL105082;GA;500;997.42;19;MALE;College;Engineer;movies;28/09/2025;Parked Car;Side;Total Loss;Inconnu;GA;Thomasside;3;1;3;5;No;22310.12;19387.02;Y;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL105095;FL;300;1178.78;19;OTHER;College;Technician;paintball;25/08/2025;Vehicle Theft;Front;Total Loss;Fire;IL;East Maryberg;12;2;2;1;Yes;3019.76;5837.91;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL105441;CA;200;1279.58;20;OTHER;PhD;Clerk;movies;14/12/2023;Single Vehicle Collision;Front;Total Loss;Ambulance;NC;Powellfurt;17;1;1;5;No;20777.81;19754.47;Y;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL105636;GA;700;668.45;21;MALE;PhD;Manager;camping;02/03/2024;Parked Car;Rear;Major Damage;Inconnu;CA;Jenniferberg;21;3;2;0;No;13010.01;16704.15;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL105697;GA;400;921.85;24;FEMALE;PhD;Engineer;yachting;12/07/2024;Multi-vehicle Collision;Side;Total Loss;Inconnu;TX;West Stevenberg;8;2;3;2;No;22266.54;19294.93;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL105842;OH;800;1072.02;35;MALE;College;Doctor;camping;14/08/2024;Multi-vehicle Collision;Side;Total Loss;Police;NY;West Michele;0;4;2;1;No;21046.74;20210.58;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL105960;CA;700;1008.62;21;OTHER;PhD;Technician;chess;13/10/2024;Parked Car;Unknown;Major Damage;Ambulance;GA;North Wendyview;9;3;0;0;No;14219.02;12151.83;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL106195;NC;1000;1473.25;68;MALE;Masters;Engineer;hiking;10/06/2024;Single Vehicle Collision;Side;Total Loss;Ambulance;IL;Sullivanmouth;20;1;1;1;No;21455.18;18095.88;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL106330;NC;700;1369.95;19;MALE;PhD;Sales;hiking;14/12/2024;Parked Car;Unknown;Major Damage;Ambulance;CA;South Mary;8;3;1;0;No;10990.14;21627.18;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL107058;NY;800;898.85;24;FEMALE;College;Doctor;movies;02/12/2024;Single Vehicle Collision;Rear;Total Loss;Fire;CA;Port Jacquelineborough;14;4;2;2;No;22367.54;20711.04;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL107075;CA;500;640.39;23;MALE;PhD;Technician;paintball;31/08/2024;Parked Car;Unknown;Major Damage;Fire;IL;Traceyburgh;17;4;4;0;No;6779.73;10008.63;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL107078;IL;200;871.11;50;FEMALE;College;Doctor;yachting;16/07/2024;Single Vehicle Collision;Front;Total Loss;Inconnu;GA;Lake Jacob;21;2;3;1;Yes;24266.91;23997.07;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Montant total extreme (>= P95)
POL107314;PA;400;642.57;74;OTHER;PhD;Teacher;reading;11/02/2025;Multi-vehicle Collision;Rear;Total Loss;Police;FL;South Ginamouth;13;4;2;1;No;22133.99;19802.56;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police
POL107617;FL;400;1005.33;25;OTHER;PhD;Sales;chess;13/05/2024;Parked Car;Rear;Total Loss;Ambulance;IL;North Victoriamouth;7;3;2;4;No;15524.06;23341.9;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant total tres eleve (>= P90) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL107871;GA;800;1167.94;18;OTHER;Masters;Sales;reading;06/02/2024;Vehicle Theft;Unknown;Total Loss;Fire;NY;Allisonton;0;2;2;4;Yes;13240.93;16641.45;Y;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Vol de vehicule de nuit | Conducteur jeune (16-25 ans)
POL108136;GA;500;875.52;18;OTHER;High School;Technician;camping;13/05/2025;Parked Car;Rear;Major Damage;Ambulance;IL;New Todd;11;4;4;0;No;1691.39;1819.27;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL108366;CA;700;1014.85;20;OTHER;PhD;Technician;paintball;28/06/2025;Vehicle Theft;Side;Total Loss;Inconnu;PA;New Katherine;15;1;0;1;Yes;3324.29;3368.12;Y;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol declare avec collision renseignee (incoherent) | Conducteur jeune (16-25 ans)
POL108737;OH;700;1175.02;19;FEMALE;High School;Technician;hiking;31/07/2025;Parked Car;Rear;Major Damage;Police;NY;North Lacey;13;4;0;0;No;11687.58;18126.44;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL109013;FL;600;859.46;20;FEMALE;College;Clerk;reading;18/05/2025;Parked Car;Rear;Major Damage;Inconnu;CA;Christopherberg;11;3;3;0;No;19515.29;16868.55;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL109714;NC;200;684.15;25;FEMALE;College;Technician;camping;10/09/2024;Parked Car;Front;Minor Damage;Ambulance;CA;Natalietown;13;3;1;0;No;14862.63;12618.54;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Pas de rapport de police | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL109922;OH;700;877.62;23;MALE;Masters;Technician;reading;10/07/2025;Single Vehicle Collision;Front;Total Loss;Fire;NC;North Garybury;0;1;3;5;No;20383.6;18028.53;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Pas de rapport de police | Montant de reclamation tres eleve (>= P90) | Montant eleve sans rapport de police | Conducteur jeune (16-25 ans)
POL109959;MI;600;632.25;40;OTHER;Masters;Lawyer;hiking;25/07/2025;Vehicle Theft;Unknown;Total Loss;Inconnu;CA;Smithtown;5;4;2;1;Yes;5370.86;6293.14;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol de vehicule de nuit
POL110343;CA;1000;1104.77;23;FEMALE;College;Engineer;reading;18/01/2025;Parked Car;Unknown;Total Loss;Fire;OH;Port Stevefurt;17;4;3;5;Yes;25921.67;21853.74;N;33.0;Autorite contactee (signal negatif) | Plusieurs temoins (signal negatif) | Perte totale declaree | Montant de reclamation extreme (>= P95) | Conducteur jeune (16-25 ans) | Voiture garee avec trop de vehicules impliques
POL110455;OH;700;821.73;38;MALE;Masters;Sales;yachting;30/12/2023;Vehicle Theft;Unknown;Total Loss;Fire;NY;Keithmouth;4;4;4;1;Yes;1853.19;2769.66;N;33.0;Autorite contactee (signal negatif) | Perte totale declaree | Vol de vehicule de nuit
POL111398;NC;200;1127.64;18;FEMALE;College;Lawyer;reading;26/04/2024;Single Vehicle Collision;Side;Major Damage;Inconnu;OH;Danaburgh;9;1;2;0;Yes;26463.03;22681.19;N;33.0;Autorite contactee (signal negatif) | Aucun temoin | Degat majeur ou mineur (signal negatif) | Montant de reclamation extreme (>= P95) | Montant total tres eleve (>= P90) | Conducteur jeune (16-25 ans)
